word,translation,tag
on the other side of,以外,cedict
to be right next to,紧邻,cedict
to compete to be first,争先,cedict
to dare to be first,敢为人先,cedict
to be first to,挑头,cedict
to be avaricious and mean,贪鄙,cedict
for the life of me,死活,cedict
to be good-hearted and honest,让畔,cedict
to have the wandering eye,吃着碗里，看着锅里,cedict
to be unable to find,找不着,cedict
to be face to face,对面,cedict
to be able to support,吃得住,cedict
to be loud and clear,戛然,cedict
to have the nerve,好意思,cedict
for the purpose of,借以,cedict
to have the gall,有脸,cedict
to have the knack,熟习,cedict
to be apt to change,善变,cedict
to have the runs,腹泻,cedict
to be able to bear,吃得住,cedict
to be able to touch,摸得着,cedict
for the sake of,以利于,cedict
to ask to be excused,告便,cedict
to try to be brave,逞强,cedict
to be unable to pay,支付不起,cedict
to be able to afford,吃得消,cedict
to be in love with,爱上,cedict
to be able to swim,会水,cedict
to be able to endure,可堪,cedict
to be determined to win,势在必得,cedict
to be ashamed to face,愧对,cedict
to be difficult to bear,难受,cedict
to be able to withstand,经得起,cedict
to be able to,能够,cedict
to be full to overflowing,满溢,cedict
to be unable to continue,断港绝潢,cedict
to be in step with,接轨,cedict
to consider oneself to be,自命,cedict
to consider to be,视为,cedict
to consider to be worthless,视如敝屣,cedict
to be a good deal,合算,cedict
to be unable to stand,禁不起,cedict
to appear to be,貌似,cedict
to be likely to succeed,有边儿,cedict
to believe oneself to be,自居,cedict
to be pithy and correct,一语道破,cedict
to be brave enough to,勇于,cedict
to be close to,傍近,cedict
to happen to be,刚好,cedict
to claim to be,自称,cedict
to arrange  to be ready,整装,cedict
to be sure to,务必,cedict
to be deaf and blind,眼瞎耳聋,cedict
to be honest and upright,作风正派,cedict
to be eager and anxious,怦怦,cedict
to be shocked to learn,惊悉,cedict
to be anxious and frightened,惴惴不安,cedict
to be anxious and worried,忧思,cedict
to be necessary to,用得着,cedict
to be observant and alert,眼观六路耳听八方,cedict
to be unable to reach,够不着,cedict
to be ambitious and unafraid,长风破浪,cedict
to be ostentatious and extravagant,摆阔,cedict
to be a good fit,合体,cedict
to be frightened to death,胆破,cedict
to be drunk and rowdy,酗讼,cedict
just at the time of,正值,cedict
to be literate and numerate,能写会算,cedict
to be confused and disoriented,找不着北,cedict
to be dazzled and stunned,目眩神迷,cedict
to be defeated and dispersed,败亡,cedict
to be laughing and playing,嬉笑,cedict
to be routed and dispersed,溃散,cedict
to be scattered and lost,散佚,cedict
to be wealthy and heartless,为富不仁,cedict
to be wined and dined,吃请,cedict
to be a good match,相契,cedict
to be in harmony with,融合,cedict
to pretend to be poor,哭穷,cedict
to be a different person,判若两人,cedict
to be in relation with,来往,cedict
to be equal to,匹敌,cedict
to be shoulder to shoulder,比肩,cedict
to pretend to be nice,装好人,cedict
to fail to be chosen,落选,cedict
to fail to be retained,流失,cedict
to prove oneself to be,不愧,cedict
to be unable to bear,经不住,cedict
to be sent to prison,入狱,cedict
to be ready to,甘于,cedict
to be lost to memory,泯没,cedict
to confirm  to be false,证伪,cedict
to pretend to be lovely,装可爱,cedict
to declare to be untrue,否认,cedict
to be unable to resist,经不起,cedict
to be willing to,甘心,cedict
to be diagonally opposite to,斜对,cedict
to be unable to intervene,插不上手,cedict
to be witness to,见证,cedict
to pretend to be asleep,装睡,cedict
to be unable to breathe,喘不过气来,cedict
to be loyal to,忠于,cedict
on the point of death,不行了,cedict
to pretend to be naive,装傻,cedict
to pretend to be solemn,故作端庄,cedict
to deserve to be called,不愧,cedict
to be superior to,更胜,cedict
to be deaf to,听不进去,cedict
to be contrary to,违背,cedict
to pretend to be,伪装,cedict
to be bound to prevail,必胜,cedict
to be unable to endure,不支,cedict
to be amenable to persuasion,服软,cedict
to be subjected to,饱受,cedict
to be indifferent to,看淡,cedict
to be inferior to,矮半截,cedict
to be prone to,倾向于,cedict
to be sent to slaughter,出栏,cedict
to be hospitable to,款待,cedict
to be tantamount to,等于,cedict
to be abbreviated to,略作,cedict
to be accustomed to,过惯,cedict
to be addicted to,沉迷,cedict
to be adjusted to uniformity,整齐划一,cedict
to be admitted to,考取,cedict
to be affiliated to,归属,cedict
to be antagonistic to,对立,cedict
to be bound to,势必,cedict
to be bumper to bumper,大排长龙,cedict
to be comparable to,堪比,cedict
to be confined to,限于,cedict
to be dedicated to,奉祀,cedict
to be determined to,执意,cedict
to be drawn to,吸住,cedict
to be entitled to,有权,cedict
to be generally referred to,通称,cedict
to be going to,将要,cedict
to be harmful to,妨害,cedict
to be intended to,旨在,cedict
to be known to everyone,街知巷闻,cedict
to be limited to,只限于,cedict
to be partial to,右袒,cedict
to be promoted to,升上,cedict
to be reduced to,沦为,cedict
to be rooted to,植根于,cedict
to be sentimentally attached to,恋慕,cedict
to be transferred to,转归,cedict
to be unable to,不克,cedict
to be unsuited to,不合,cedict
to be used to,习惯,cedict
to the point that,以致于,cedict
not wide of the mark,不为过,cedict
on the point of departure,临行,cedict
on the point of demise,濒死,cedict
to be a problem,成问题,cedict
to be a true friend,够朋友,cedict
to be a real headache,伤脑筋,cedict
to be a big disappointment,坑爹,cedict
not beyond the scope of,不外,cedict
on the eve of war,临战,cedict
on the happy occasion of,欣逢,cedict
to the extent that,甚或,cedict
to be a culture snob,附庸风雅,cedict
on the up and up,步步高升,cedict
to be a laughing stock,闹太套,cedict
on the basis of,基于,cedict
to be a successful candidate,得中,cedict
to be a wet blanket,大杀风景,cedict
to do with the masses,群众性,cedict
on the edge of,濒临,cedict
to be a suspect,涉嫌,cedict
to be a soldier,当兵,cedict
to be a bargain,合算,cedict
to be a movie actor,从影,cedict
to be a sitting duck,待毙,cedict
on the brink of crisis,危在旦夕,cedict
to be a thief,作贼,cedict
to be a paid escort,陪聊,cedict
to be a sore loser,输不起,cedict
on the verge of collapse,摇摇欲坠,cedict
to be a nuisance,要命,cedict
to be a disgrace,丢人现眼,cedict
to be a vegetarian,吃素,cedict
to be a scapegoat,顶缸,cedict
to be made a scapegoat,代人受过,cedict
to be a cinch,不在话下,cedict
to be a believer,在教,cedict
to be a favorite,得宠,cedict
to be a newcomer,初来乍到,cedict
to be a perfectionist,求好心切,cedict
to be a refugee,逃难,cedict
to be a spokesperson,代言,cedict
to be a teacher,执教,cedict
to be a worthy teacher,为人师表,cedict
on the verge of,濒临,cedict
on the brink of extinction,濒灭,cedict
at the time of,之际,cedict
with the help of,借助,cedict
at the point of death,弥留之际,cedict
the fiber of this plant,苎麻,cedict
at the end of,到头,cedict
at the helm of state,政柄,cedict
not up to the task,乏力,cedict
to not know the reason,不知所以,cedict
to go on the rampage,横行,cedict
to go on the offensive,进攻,cedict
at the crack of dawn,黎明时分,cedict
to make  on the spot,现做,cedict
which day of the week,星期几,cedict
to get on the boat,上船,cedict
to be in one's adolescence,束发,cedict
to stay for the night,歇息,cedict
to provide for the elderly,养老,cedict
to retire for the night,安歇,cedict
to wait for the opportunity,伺隙,cedict
to allow for the unpredictable,留有余地,cedict
to be all in tears,挥泪,cedict
the back of one's mind,脑后,cedict
to go with the stream,沿洄,cedict
to reach for the stars,九天揽月,cedict
to shoot for the basket,投篮,cedict
to have a share of,有份,cedict
a turn for the better,起色,cedict
to cater for the masses,大众化,cedict
the course of one's life,命途,cedict
to be in general use,通行,cedict
to have a taste of,领略,cedict
to prey on the people,鱼肉百姓,cedict
out-of-the-way place,旮旯,cedict
to show on the face,浮泛,cedict
to put on the market,出售,cedict
to meet the enemy head-on,迎战,cedict
the prime of one's life,春秋鼎盛,cedict
to turn on the water,放水,cedict
to place  on the table,上桌,cedict
the palm of one's hand,股掌,cedict
to turn on the light,开灯,cedict
not to the point,不着边际,cedict
a treat for the eyes,眼福,cedict
one side of the story,一面之词,cedict
revered one of the world,世尊,cedict
time of the year,岁时,cedict
not to understand the situation,不明就里,cedict
the death of one's mother,母丧,cedict
the person of one's thoughts,意中人,cedict
to put the blame on,归咎,cedict
the death of one's father,父丧,cedict
to pay on the spot,现付,cedict
a feast for the eyes,秀色可餐,cedict
the designation for a punishment,刑名,cedict
to learn on the job,见习,cedict
to write on the blackboard,板书,cedict
to meet on the battlefield,兵戎相见,cedict
to turn on the lights,点亮,cedict
one's share of the action,一杯羹,cedict
the will of god,灵命,cedict
to slap on the face,打耳光,cedict
first half of the year,上半年,cedict
out of the way,闭塞,cedict
out-of-the-way places,遐荒,cedict
the girl of one's dreams,那个人,cedict
to appear on the scene,特起,cedict
to carry on the shoulder,肩扛,cedict
only in the case that,除非,cedict
to knock on the door,打门,cedict
to slide on the job,脱滑,cedict
to sleep on the ground,席地而睡,cedict
all parts of the country,五湖四海,cedict
with back to the mountain,背山,cedict
one of the northern dynasties,北周,cedict
to idle on the job,磨洋工,cedict
to sit on the fence,坐观成败,cedict
the corner of one's eyes,余光,cedict
to skimp on the job,偷工,cedict
to land on the moon,登陆月球,cedict
the pit of one's stomach,心窝儿,cedict
the will of heaven,天意,cedict
to step on the gas,加大油门,cedict
the reward of one's efforts,熬头儿,cedict
the end of last year,去年底,cedict
will of the gods,天心,cedict
to trail on the ground,拖地,cedict
to concentrate on the task,收心,cedict
to float on the current,漂流,cedict
one of the given,其一,cedict
to investigate on the spot,踏查,cedict
to be in good order,妥帖,cedict
to step on the brake,踩刹车,cedict
to fight on the leitai,打擂台,cedict
to eat on the sly,偷吃,cedict
out of the common run,不同凡响,cedict
time of the day,辰光,cedict
until the end of time,天荒地老,cedict
to succeed on the throne,继统,cedict
to substitute on the sly,偷换,cedict
to float on the waves,飘荡,cedict
to circulate on the internet,网传,cedict
to beg on the streets,吹箫,cedict
to compute on the abacus,打算盘,cedict
the root of all evil,万恶之源,cedict
all the colors of spring,柳绿花红,cedict
to regard the same as,视同,cedict
a bit on the side,另觅新欢,cedict
to be good in bed,活好,cedict
to be in public service,食禄,cedict
the appearance of all things,诸相,cedict
first day of the month,一号,cedict
first half of the day,前半天,cedict
to be in full control,总揽,cedict
second half of the year,下半年,cedict
the game of go,围棋,cedict
a slap on the face,耳光,cedict
to order with the chin,颐指,cedict
to be in place,到位,cedict
to speak with the eyes,目语,cedict
since the dawn of time,旷古,cedict
a fall on the buttocks,屁墩儿,cedict
to deal with the aftermath,善后,cedict
end of the year,年尾,cedict
to be in government service,食俸,cedict
to be in service,运营,cedict
fresh out of the oven,出炉,cedict
accomplishment out of the ordinary,傲视群伦,cedict
nothing out of the ordinary,不起眼,cedict
out of the ordinary,不俗,cedict
to be in power,柄政,cedict
to serve as the norm,为准,cedict
a lump on the heart,块垒,cedict
to be hidden away in,僻处,cedict
to be in full swing,打得火热,cedict
to be in order,就绪,cedict
start of the year,年头,cedict
to be engaged in politics,从政,cedict
to be involved in politics,参政,cedict
to bend with the wind,随风倒,cedict
to regard as the foremost,首推,cedict
to drift with the wind,浪迹江湖,cedict
to communicate with the spirits,通灵,cedict
to be lovey-dovey in public,撒狗粮,cedict
to push with the forehead,顶牛儿,cedict
to be successful in business,事业有成,cedict
to swim with the tide,与世俯仰,cedict
to collaborate with the enemy,通敌,cedict
to be in effect,现行,cedict
political situation of the time,时政,cedict
to be in love,有情,cedict
to be madly in love,爱得死去活来,cedict
to be passionately in love,热恋,cedict
to do the very opposite,反其道而行之,cedict
to be in overall charge,统揽,cedict
to drift with the waves,随波,cedict
